species	GCi	GC3
Caenorhabditis_elegans	0.344189089254224	0.339456185397327
Caenorhabditis_elegans	0.299285463277498	0.259304547191441
Caenorhabditis_elegans	0.323841659122706	0.27064888490418
Caenorhabditis_elegans	0.327844311377246	0.432014977767377
Caenorhabditis_elegans	0.314541045148002	0.408933432318733
Caenorhabditis_elegans	0.297634136037178	0.354056494260286
Caenorhabditis_elegans	0.310704355885079	0.301453412924994
Caenorhabditis_elegans	0.329108251712438	0.365833216929739
Caenorhabditis_elegans	0.332883187035787	0.299213724088635
Caenorhabditis_elegans	0.333602802479116	0.392850278685374
Caenorhabditis_elegans	0.336069243396508	0.346028082323524
Caenorhabditis_elegans	0.316275490573297	0.409304143862392
Caenorhabditis_elegans	0.39833508755143	0.505335968379447
Caenorhabditis_elegans	0.361319194474171	0.464141821112006
Caenorhabditis_elegans	0.295574288724974	0.371475612265898
Caenorhabditis_elegans	0.285658839510964	0.244425746739588
Caenorhabditis_elegans	0.32304822043628	0.407399440739944
Caenorhabditis_elegans	0.225270157938487	0.402713941781571
Caenorhabditis_elegans	0.351106749536583	0.473152100651539
Caenorhabditis_elegans	0.275641025641026	0.398861047835991
Caenorhabditis_elegans	0.264689057775599	0.446710978684391
Caenorhabditis_elegans	0.31635900700191	0.305613305613306
Caenorhabditis_elegans	0.255539429124335	0.345816544204788
Caenorhabditis_elegans	0.267707082833133	0.475871954132824
Caenorhabditis_elegans	0.283687943262411	0.293384467881112
Caenorhabditis_elegans	0.309553504614617	0.371010319174466
Caenorhabditis_elegans	0.353427799164551	0.454612365063788
Caenorhabditis_elegans	0.230941704035874	0.431700713758307
Caenorhabditis_elegans	0.304899821463995	0.297924901185771
Caenorhabditis_elegans	0.258840230577304	0.386030325627641
Caenorhabditis_elegans	0.258747821423783	0.386753246753247
Caenorhabditis_elegans	0.319194823867721	0.304140127388535
Caenorhabditis_elegans	0.289374786470789	0.306875497743563
Caenorhabditis_elegans	0.277969018932874	0.344456404736276
Caenorhabditis_elegans	0.31737325062798	0.496054421768708
Caenorhabditis_elegans	0.295790889871228	0.308594815825375
Caenorhabditis_elegans	0.313254358515869	0.362679955703212
Caenorhabditis_elegans	0.263492609144036	0.3421200224341
Caenorhabditis_elegans	0.321100917431193	0.374402250351617
Caenorhabditis_elegans	0.363604610548376	0.398245117463912
Caenorhabditis_elegans	0.371615905245347	0.532859174964438
Caenorhabditis_elegans	0.264783759929391	0.372392112032009
Caenorhabditis_elegans	0.272320095550911	0.29933545218145
Caenorhabditis_elegans	0.293689320388349	0.321832242712671
Caenorhabditis_elegans	0.252316331305569	0.321524263173564
Caenorhabditis_elegans	0.306451612903226	0.123832479662549
Caenorhabditis_elegans	0.316049099460824	0.317948717948718
Caenorhabditis_elegans	0.36053546144935	0.309019370460048
Caenorhabditis_elegans	0.309190031152648	0.373820395738204
Caenorhabditis_elegans	0.296812749003984	0.299145299145299
Caenorhabditis_elegans	0.333668566320259	0.325980392156863
Caenorhabditis_elegans	0.281348186232505	0.295320731329408
Caenorhabditis_elegans	0.229440789473684	0.35978835978836
Caenorhabditis_elegans	0.309410968178741	0.402875399361022
Caenorhabditis_elegans	0.34705301284162	0.46585444052581
Caenorhabditis_elegans	0.307736720554273	0.284885594585885
Caenorhabditis_elegans	0.298351648351648	0.441914191419142
Caenorhabditis_elegans	0.270819883795997	0.353099730458221
Caenorhabditis_elegans	0.254736842105263	0.352008099898751
Caenorhabditis_elegans	0.279776179056755	0.274847870182556
Caenorhabditis_elegans	0.225466342254663	0.34804753820034
Caenorhabditis_elegans	0.361288265306122	0.484539585457017
Caenorhabditis_elegans	0.270408163265306	0.406941136440966
Caenorhabditis_elegans	0.357610789980732	0.460801095515235
Caenorhabditis_elegans	0.278195488721804	0.27630217316316
Caenorhabditis_elegans	0.372809637594584	0.5286800276434
Caenorhabditis_elegans	0.307946239094553	0.316280677497408
Caenorhabditis_elegans	0.352580056412809	0.348112227225494
Caenorhabditis_elegans	0.224586288416076	0.309465595529165
Caenorhabditis_elegans	0.354399582923015	0.32276250880902
Caenorhabditis_elegans	0.368702630405707	0.306254493170381
Caenorhabditis_elegans	0.355119960425427	0.507553956834532
Caenorhabditis_elegans	0.294655093650069	0.348062296269468
Caenorhabditis_elegans	0.403874484384207	0.521627565982405
Caenorhabditis_elegans	0.294509891086908	0.321587537091988
Caenorhabditis_elegans	0.309850746268657	0.336476801207092
Caenorhabditis_elegans	0.282760629004077	0.389856169568509
Caenorhabditis_elegans	0.319155148919603	0.354435178165277
Caenorhabditis_elegans	0.333359859939519	0.423529411764706
Caenorhabditis_elegans	0.296614583333333	0.333206252382768
Caenorhabditis_elegans	0.332712369597616	0.402065799540933
Caenorhabditis_elegans	0.383139136394791	0.344243357720447
Caenorhabditis_elegans	0.349311740890688	0.299191374663073
Caenorhabditis_elegans	0.232925952552121	0.309385863267671
Caenorhabditis_elegans	0.283374283374283	0.357253685027153
Caenorhabditis_elegans	0.321977205153617	0.318642745709828
Caenorhabditis_elegans	0.389050828930588	0.531714956930305
Caenorhabditis_elegans	0.278904304517965	0.345576619273302
Caenorhabditis_elegans	0.352788691320021	0.440337484933708
Caenorhabditis_elegans	0.327336551118912	0.285656728444803
Caenorhabditis_elegans	0.3125284738041	0.384739604360113
Caenorhabditis_elegans	0.279909706546275	0.537560581583199
Caenorhabditis_elegans	0.27452190006169	0.403027823240589
Caenorhabditis_elegans	0.328025686390145	0.392959476054032
Caenorhabditis_elegans	0.332201471420487	0.479243732018085
Caenorhabditis_elegans	0.336495304790705	0.358233594717293
Caenorhabditis_elegans	0.302893143311518	0.399503722084367
Caenorhabditis_elegans	0.378588895933339	0.406976744186047
Caenorhabditis_elegans	0.311855234229663	0.236371202663337
Caenorhabditis_elegans	0.323323323323323	0.441298917568693
Caenorhabditis_elegans	0.321095518334088	0.434474123539232
Caenorhabditis_elegans	0.31324957167333	0.360484544695071
Caenorhabditis_elegans	0.319697669051466	0.490542244640605
Caenorhabditis_elegans	0.340104309634916	0.30161427357689
Caenorhabditis_elegans	0.325993597251503	0.473706712270201
Caenorhabditis_elegans	0.254748603351955	0.411158798283262
Caenorhabditis_elegans	0.363494539781591	0.471852170176193
Caenorhabditis_elegans	0.298181114551084	0.273860705073087
Caenorhabditis_elegans	0.258840460526316	0.32
